Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Unique Received From Addresses,max value received ,avg val received,total transactions (including tnx to create contract,total Ether sent,total ether received, Total ERC20 tnxs, ERC20 uniq rec addr, ERC20 uniq rec contract addr, ERC20 min val rec, ERC20 uniq rec token name,FLAG
2983.77,226766.85,0,76,6,103.3,18.914845,77,0.0,1437.5282,3.0,3.0,3.0,0.455305,3.0,0
30339.75,273057.78,0,9,2,1.000251,0.340709,10,0.0,3.066385239,0.0,0.0,0.0,0.0,0.0,0
0.0,6.1,1,1,1,0.199608,0.199608,2,0.199135945,0.199607581,0.0,0.0,0.0,0.0,0.0,0
5049.43,839386.13,153,164,2,15.355131,1.233799,317,202.2035991,202.3429773,1.0,1.0,1.0,0.0,1.0,0
19369.78,466806.08,8,3,2,0.079107,0.042439,11,0.124533527,0.12731818,6.0,3.0,3.0,0.0,3.0,0
1929.89,291413.78,0,151,5,54.99,1.215183,152,0.0,183.4927076,5.0,5.0,5.0,0.0,5.0,0
0.37,325.1,2,2,2,69.643789,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
4592.35,426687.28,12,10,3,29.903729,5.403581,22,59.01869999,54.03580702,24.0,14.0,16.0,0.0,16.0,0
373502.99,747016.12,1,2,2,5.034407,2.637464,3,0.234521,5.274928,1.0,1.0,1.0,0.0,1.0,0
0.0,11.82,3,2,2,1361.169924,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
12154.99,894178.02,4,12,4,53.011119,8.73961,16,104.8736978,104.8753148,0.0,0.0,0.0,0.0,0.0,0
1170.44,1274123.52,1180,1047,16,1270.708419,220.622704,2227,230991.3113,230991.9711,0.0,0.0,0.0,0.0,0.0,0
3501.52,564285.68,156,159,3,22.287038,1.604949,315,255.1213207,255.1868407,0.0,0.0,0.0,0.0,0.0,0
0.0,19.08,1,1,1,0.25,0.25,2,0.249496,0.25,0.0,0.0,0.0,0.0,0.0,0
15574.88,31151.08,2,2,1,4.995,4.745,4,9.4879,9.49,0.0,0.0,0.0,0.0,0.0,0
30250.38,60500.77,0,2,2,55.123449,27.561724,3,0.0,55.12344882,0.0,0.0,0.0,0.0,0.0,0
66745.12,200255.38,3,3,3,4.98,2.623333,6,7.86157047,7.87,0.0,0.0,0.0,0.0,0.0,0
313.51,14221.27,43,45,2,14.114526,3.467268,88,156.00898569999995,156.0270457,0.0,0.0,0.0,0.0,0.0,0
12261.06,454603.2,8,25,22,6.335003,1.030983,33,27.42858237,25.7745665,1.0,1.0,1.0,2.068521,1.0,0
2747.71,205326.7,4,3,2,14.898853,11.819929,7,35.45767562,35.45978652,0.0,0.0,0.0,0.0,0.0,0
7728.89,100475.57,0,13,5,109.18,25.953565,14,0.0,337.39634,1.0,1.0,1.0,1.992908,1.0,0
17983.02,143883.58,8,8,5,22.0,4.999948000000002,16,39.99472071,39.99958,0.0,0.0,0.0,0.0,0.0,0
0.0,671.3,1,1,1,0.999118,0.999118,2,0.998498,0.999118,0.0,0.0,0.0,0.0,0.0,0
0.0,66.62,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,312.37,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,10.28,1,1,1,0.070631,0.070631,2,0.0700111,0.0706311,0.0,0.0,0.0,0.0,0.0,0
27856.41,818612.1,13,29,4,1.312845,0.455218,42,13.18941615,13.20131581,1.0,1.0,1.0,0.030914,1.0,0
1377.4,732307.45,526,525,8,3.865615,0.205252,1051,107.4117819,107.7575556,2.0,2.0,2.0,0.0,2.0,0
97756.17,1224443.63,16,2,2,10203.0,5101.6,18,10202.99173,10203.2,6.0,5.0,6.0,0.0,6.0,0
2290.11,1752475.73,81,219,12,1999.995,22.491934,300,4951.091144,4925.733592000001,105.0,35.0,36.0,0.0,35.0,0
0.0,7749.32,1,1,1,1.643362,1.643362,2,1.633,1.64336218,0.0,0.0,0.0,0.0,0.0,0
23929.79,526602.15,21,22,8,2.463453,0.347226,43,7.60513783,7.6389773660000015,0.0,0.0,0.0,0.0,0.0,0
0.04,323.42,2,2,2,79.672329,50.5,4,100.9985715,101.0,0.0,0.0,0.0,0.0,0.0,0
973.03,283974.42,152,119,37,232.3,56.276635,271,7338.1973,6696.919615,154.0,47.0,44.0,0.0,43.0,0
16147.1,129192.1,7,8,2,7.9839600000000015,3.093289,15,24.7433686,24.74630860000001,0.0,0.0,0.0,0.0,0.0,0
1308.64,319307.42,0,244,6,0.893365,0.269838,245,0.0,65.8404692,4.0,4.0,4.0,0.0,4.0,0
43647.13,218255.38,5,5,3,407.0,202.545818,10,1012.72509,1012.729089,0.0,0.0,0.0,0.0,0.0,0
0.0,58.85,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
1851.57,98249.23,53,53,9,8.313331,0.39061,106,20.66341863,20.70230530000001,0.0,0.0,0.0,0.0,0.0,0
25609.02,256760.1,8,10,3,500.0,94.036065,18,940.3383505,940.3606484,0.0,0.0,0.0,0.0,0.0,0
28279.08,827091.28,30,29,3,0.133905,0.05058,59,1.45099602,1.46680967,0.0,0.0,0.0,0.0,0.0,0
0.58,69.72,3,2,2,77.103791,50.5,5,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
6629.43,813883.27,120,91,36,40.0,6.137927,211,558.4713217,558.5513802,80.0,18.0,14.0,0.0,14.0,0
3248.02,332140.85,18,83,5,0.842614,0.088376,101,6.28,7.335177878,22.0,12.0,14.0,0.0,14.0,0
5154.2,226784.83,0,44,3,1.01598,0.889365,45,0.0,39.13206873,2.0,2.0,2.0,0.10586,2.0,0
0.07,71.27,3,2,2,88.963732,50.5,5,100.9984458,101.0,0.0,0.0,0.0,0.0,0.0,0
100652.52,201365.5,2,2,2,2.78896,2.160218,4,4.31951127,4.32043527,0.0,0.0,0.0,0.0,0.0,0
9945.5,198909.9,0,20,8,11.999416,3.688443,21,0.0,73.76886204,2.0,2.0,2.0,0.359785,2.0,0
0.0,546292.18,13,1,1,7.718505,7.718505,14,20.70274958,7.71850503,2.0,0.0,0.0,0.0,0.0,0
633.02,1905.92,3,3,2,0.6,0.323333,6,0.968601767,0.97,0.0,0.0,0.0,0.0,0.0,0
0.0,5.75,1,1,1,5.0,5.0,2,4.99848865,5.0,0.0,0.0,0.0,0.0,0.0,0
0.0,314.98,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
3216.21,564395.93,65,79,1,0.540352,0.209582,144,16.52671913,16.55701217,2.0,1.0,1.0,0.00992,1.0,0
0.0,1.33,1,1,1,4.5,4.5,2,4.49916,4.5,0.0,0.0,0.0,0.0,0.0,0
11064.5,552554.17,510,22,6,186.0,27.466091,532,872.602,604.254,22.0,9.0,14.0,0.0,11.0,0
1926.03,192603.17,0,100,3,0.689411,0.293066,101,0.0,29.30656763,1.0,1.0,1.0,0.397976,1.0,0
0.01,331.53,2,3,3,63.998992,33.666667,5,100.9989738,101.0,0.0,0.0,0.0,0.0,0.0,0
1610.22,707906.55,49,234,7,1.001555,0.163169,283,38.133,38.18158062,24.0,12.0,10.0,0.0,10.0,0
0.84,317.83,2,2,2,71.377422,50.5,4,100.9985715,101.0,0.0,0.0,0.0,0.0,0.0,0
443.91,80852.55,48,5,2,0.287579,0.137516,53,0.667736526,0.6875787,1.0,1.0,1.0,0.02516,1.0,0
0.0,146517.4,6,1,1,0.607,0.607,7,0.60435377,0.60699977,0.0,0.0,0.0,0.0,0.0,0
6962.46,1627898.42,60,149,19,2640.05,38.907013,209,6187.5541,5797.144957,46.0,29.0,35.0,0.0,35.0,0
0.39,321.53,2,2,2,62.90182,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
6435.77,541976.25,56,18,13,5.11,2.687878,74,70.5259,48.381798,61.0,30.0,33.0,0.0,33.0,0
0.0,3.92,1,1,1,0.890309,0.890309,2,0.889836944,0.89030858,0.0,0.0,0.0,0.0,0.0,0
0.23,73.42,3,2,2,81.974429,50.5,5,100.998477,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,51.77,2,1,1,101.0,101.0,3,100.99895,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,309.73,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,328.42,3,1,1,101.0,101.0,4,100.9985118,101.0,0.0,0.0,0.0,0.0,0.0,0
0.3,323.08,2,2,2,51.277914,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
3497.89,1503604.9,356,429,5,2.01926,0.704813,785,302.1567866000001,302.3649021,1.0,0.0,0.0,0.0,0.0,0
0.0,9.97,1,1,1,0.869489,0.869489,2,0.86886919,0.86948919,0.0,0.0,0.0,0.0,0.0,0
0.0,54.97,3,1,1,101.0,101.0,4,100.9979647,101.0,0.0,0.0,0.0,0.0,0.0,0
1.21,321.82,3,2,2,61.565661,50.5,5,100.9985118,101.0,0.0,0.0,0.0,0.0,0.0,0
0.21,322.12,2,2,2,55.443298,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
3236.19,324934.63,24,100,2,0.219719,0.19631,124,19.61225266,19.6309982,2.0,2.0,2.0,0.015218,2.0,0
9324.78,888549.67,2,3,2,18.6885,9.5595,5,28.67642075,28.6785,4.0,4.0,4.0,2.160245,4.0,0
3229.4,694915.02,214,214,4,0.999571,0.0825429999999999,428,17.51039945,17.6641815,0.0,0.0,0.0,0.0,0.0,0
8857.97,241722.22,16,15,4,7.487927,1.552208,31,23.27007992,23.28311529,1.0,1.0,1.0,0.323129,1.0,0
1.05,323.78,2,2,2,81.661711,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
7825.62,78297.17,10,10,3,7.195,4.1474,20,41.46830429999999,41.474,0.0,0.0,0.0,0.0,0.0,0
14158.72,119956.72,3,2,1,0.025,0.025,5,0.0481811,0.05,4.0,1.0,1.0,0.0,1.0,0
12122.66,315510.1,25,26,2,1.003687,0.268703,51,6.93919489,6.98627938,0.0,0.0,0.0,0.0,0.0,0
0.0,3.32,1,1,1,0.047442,0.047442,2,0.046385773,0.04744152,0.0,0.0,0.0,0.0,0.0,0
20015.0,540601.6,24,27,10,6.55,1.141993,51,30.80418586,30.83381711,1.0,1.0,1.0,0.0,1.0,0
6.02,29336.65,1,2,1,1.9,0.999559,3,1.998677,1.999118,0.0,0.0,0.0,0.0,0.0,0
0.0,306.57,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
1057.52,284049.12,265,266,2,22.9,0.195185,531,51.63371406,51.91924736,3.0,2.0,2.0,0.01,2.0,0
0.0,63.95,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
2099.82,226780.17,0,108,3,2.176485,0.962196,109,0.0,103.9171277,1.0,1.0,1.0,1.333651,1.0,0
0.0,51.17,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
544.96,80281.52,126,146,3,22.614,4.193979,272,612.260612,612.320885,1.0,1.0,1.0,666.0,1.0,0
9240.26,954065.35,13,69,51,1.5,0.334354,82,22.86742329,23.07045302,7.0,6.0,7.0,0.0,7.0,0
0.0,22667.8,12,0,0,0.0,0.0,12,0.06,0.0,1.0,1.0,1.0,0.1,1.0,0
44166.17,88332.33,0,2,2,144.94086299999995,72.47043199999997,3,0.0,144.94086330000005,0.0,0.0,0.0,0.0,0.0,0
28988.76,463984.88,16,16,2,5.004578,1.328537,32,21.23311427,21.25659289,0.0,0.0,0.0,0.0,0.0,0
8709.45,909139.78,72,104,1,1.173326,0.679269,176,70.2794936,70.64395559,3.0,2.0,3.0,0.0,3.0,0
387.45,222609.43,13,7,5,78.0,14.213714,20,99.461,99.49599541,6.0,2.0,2.0,1e-06,2.0,0
4568.91,871549.78,123,160,2,0.299361,0.085036,283,13.52849089,13.60568271,5.0,4.0,5.0,0.0,5.0,0
24565.38,450980.83,32,9,6,10.874122,4.481242,41,47.19354966,40.33117517,19.0,5.0,11.0,2.118259,11.0,0
4017.98,511085.87,90,29,12,59.995,12.078742,119,360.9227126,350.2835067,102.0,30.0,33.0,0.0,33.0,0
3668.56,1198107.57,255,326,8,140.681835,1.551193,581,505.2045337,505.6888439,1.0,1.0,1.0,100.0,1.0,0
16693.78,334048.45,19,20,9,10.999559,3.703568,39,74.03061232,74.071366,0.0,0.0,0.0,0.0,0.0,0
2.23,9.77,3,3,2,6.9,2.366667,6,7.09825617,7.1,0.0,0.0,0.0,0.0,0.0,0
513.42,748699.25,1384,1416,13,13.0,1.071941,2800,1516.741335,1517.8687109999996,2.0,1.0,2.0,0.0,2.0,0
30445.3,381759.6,11,7,3,3.6,0.769624,18,5.3834192000000005,5.38736854,1.0,1.0,1.0,0.271931,1.0,0
4152.03,45802.85,11,11,10,187.394066,63.011937,22,693.1234007,693.1313052999999,0.0,0.0,0.0,0.0,0.0,0
4739.96,137599.07,14,29,3,0.099821,0.09521,43,2.7490766260000004,2.76108864,0.0,0.0,0.0,0.0,0.0,0
2723.62,291427.1,0,107,3,0.52167,0.217338,108,0.0,23.255138100000003,3.0,3.0,3.0,0.0,3.0,0
12506.19,200098.98,0,16,6,19.77,5.345456,17,0.0,85.5273,2.0,2.0,2.0,0.422382,2.0,0
5154.14,226782.18,0,44,4,1.001195,0.492903,45,0.0,21.68774716,2.0,2.0,2.0,0.226051,2.0,0
0.0,326.03,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
427.61,883.77,2,2,2,0.08,0.065,4,0.1288369369999999,0.13,0.0,0.0,0.0,0.0,0.0,0
0.0,315.67,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.84,323.5,2,2,2,66.972803,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
14561.8,80135.78,4,5,2,15.01,4.6023,9,23.0094396,23.0115,3.0,1.0,1.0,77.142815,1.0,0
0.0,127548.63,1,1,1,2.025128,2.025128,2,2.02468742,2.02512842,1.0,1.0,1.0,0.152545,1.0,0
13535.58,248396.37,14,15,2,2.594728,1.059198,29,15.87653969,15.88797064,2.0,2.0,2.0,0.0,2.0,0
0.0,4.68,3,2,2,1902.6121,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
7753.6,691346.23,34,36,16,143.91,13.333139,70,479.967328,479.993008,11.0,8.0,11.0,0.0,11.0,0
8721.68,226763.77,0,26,3,106.326,18.64527,27,0.0,484.7770128,4.0,4.0,4.0,1.0,4.0,0
0.0,14.88,1,1,1,1.999496,1.999496,2,1.998992,1.999496,0.0,0.0,0.0,0.0,0.0,0
21939.9,78283.67,4,2,1,17.43607,11.215535,6,22.42390869,22.43106991,0.0,0.0,0.0,0.0,0.0,0
11158.03,33877.23,3,3,2,0.542183,0.294665,6,0.8826578000000002,0.8839940999999999,0.0,0.0,0.0,0.0,0.0,0
8295.12,16590.25,0,2,2,4.975,4.0125,3,0.0,8.025,0.0,0.0,0.0,0.0,0.0,0
15296.34,481360.63,29,31,2,5.0,1.363274,60,42.23449828,42.26149953,0.0,0.0,0.0,0.0,0.0,0
998.74,1299432.23,379,1292,2,2.334296,0.287119,1671,370.335402,370.9574378,9.0,7.0,9.0,0.0,9.0,0
803.45,1054686.55,3456,171,25,300.0,53.382024,3627,9109.491037,9128.326161,2280.0,251.0,63.0,0.0,61.0,0
0.0,309.45,3,1,1,101.0,101.0,4,100.9985118,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,2.75,1,1,1,4.997275,4.997275,2,4.996803364,4.997275,0.0,0.0,0.0,0.0,0.0,0
1747.2,49822.92,2,14,1,40.128699,5.10377,16,71.45190253,71.45278453,1.0,1.0,1.0,600.0,1.0,0
8285.98,871107.25,133,37,12,29.49134,4.928173999999999,170,224.3228576,182.3424397,129.0,43.0,41.0,0.0,40.0,0
11089.02,1007381.3,74,7,5,42.0,12.483364,81,86.52,87.38355,178.0,58.0,67.0,0.0,66.0,0
151667.17,760443.15,9,5,5,2.25389,0.953275,14,4.7608066,4.76637695,0.0,0.0,0.0,0.0,0.0,0
30810.71,259001.92,6,5,5,199.999581,45.167215,11,225.8325682,225.8360773,0.0,0.0,0.0,0.0,0.0,0
25195.29,226757.65,0,9,6,6.977865,2.6307240000000003,10,0.0,23.6765124,2.0,2.0,2.0,0.213996,2.0,0
66911.64,393503.18,300,5,4,2.0,0.84,305,42.6,4.2,20.0,6.0,8.0,0.0,8.0,0
4043.03,105118.9,0,26,4,366.266,108.58855,27,0.0,2823.302301,1.0,1.0,1.0,3.272174,1.0,0
7394.37,332330.22,23,42,1,1.101539,0.940871,65,39.50505367,39.5165897,8.0,6.0,8.0,0.0,8.0,0
3205.97,12834.0,4,4,4,3.1887790000000003,1.935523,8,7.740120489,7.7420931,0.0,0.0,0.0,0.0,0.0,0
24303.06,243074.38,10,10,2,9.0,3.5674,20,35.66365972,35.674,0.0,0.0,0.0,0.0,0.0,0
1489.22,193599.05,0,130,3,1.393946,0.772335,131,0.0,100.4035188,2.0,2.0,2.0,1.031662,2.0,0
92467.96,850453.92,1,6,6,0.73,0.325264,7,0.0,1.95158313,7.0,6.0,6.0,0.0,6.0,0
63912.32,307865.4,23,2,2,0.295,0.1525,25,0.009,0.305,48.0,21.0,24.0,0.0,24.0,0
0.0,70.13,4,1,1,101.0,101.0,5,100.9979,101.0,0.0,0.0,0.0,0.0,0.0,0
5482.21,27416.8,2,5,4,13.762196,5.130505,7,25.65158805,25.652525,0.0,0.0,0.0,0.0,0.0,0
2858.57,200099.63,0,70,5,1.00377,0.798841,71,0.0,55.91885922,3.0,3.0,3.0,0.8139430000000001,3.0,0
46347.64,139137.23,3,3,2,0.44,0.333,6,0.98955502,0.999,0.0,0.0,0.0,0.0,0.0,0
11518.59,1081558.4,50,92,3,11.001,0.8154640000000001,142,74.96774479,75.02265148,3.0,2.0,3.0,0.0,3.0,0
0.54,321.88,3,2,2,88.605673,50.5,5,102.0358143,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,314.18,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
2956.44,319295.62,0,108,4,1.024038,0.908057,109,0.0,98.0701957,2.0,2.0,2.0,0.424003,2.0,0
130.68,406.42,3,3,3,0.1,0.1,6,0.298617127,0.3,0.0,0.0,0.0,0.0,0.0,0
0.0,323.37,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
6793.44,319291.53,0,47,3,1.042086,0.885775,48,0.0,41.63143931,2.0,2.0,2.0,0.527566,2.0,0
0.04,325.83,2,2,2,85.408502,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.82,327.37,2,2,2,57.226133,50.5,4,100.9989738,101.0,0.0,0.0,0.0,0.0,0.0,0
14626.51,132455.72,7,9,3,50.0,21.895339,16,197.0425615,197.0580545,0.0,0.0,0.0,0.0,0.0,0
9105.66,54651.8,6,6,3,10.429022,2.587337,12,15.5215016,15.5240216,0.0,0.0,0.0,0.0,0.0,0
1784.93,146465.48,64,12,4,14.999,4.973214,76,71.594,59.67856494,54.0,6.0,12.0,0.0,12.0,0
2668.2,200114.78,0,75,4,1.009889,0.723395,76,0.0,54.2545975,3.0,3.0,3.0,0.317741,3.0,0
0.0,60.48,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,45.8,1,1,1,20.009559,20.009559,2,20.00851204,20.009559,0.0,0.0,0.0,0.0,0.0,0
0.84,325.23,2,2,2,68.946448,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
12543.53,487978.73,35,35,5,0.272948,0.206012,70,7.186581086,7.210430655,1.0,1.0,1.0,0.0,1.0,0
0.0,45.7,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
0.3,323.22,2,2,2,88.471173,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.6,326.3,2,2,2,59.670313,50.5,4,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
15147.22,166619.4,0,11,5,21.78622,7.144867,12,0.0,78.59353709,0.0,0.0,0.0,0.0,0.0,0
307.42,315727.97,1187,58,2,749.995,187.952069,1245,10941.22334,10901.22,2.0,2.0,2.0,4.436239,2.0,0
0.0,1.87,1,1,1,1.133862,1.133862,2,1.133390474,1.13386211,0.0,0.0,0.0,0.0,0.0,0
0.0,13.15,1,1,1,0.99895,0.99895,2,0.99833,0.99895,0.0,0.0,0.0,0.0,0.0,0
7534.32,510841.27,8,22,13,100.0,17.256124,30,83.25468621,379.6347197,46.0,34.0,37.0,0.0,37.0,0
5647.25,225889.9,0,40,2,1.000399,0.357637,41,0.0,14.30546713,0.0,0.0,0.0,0.0,0.0,0
1122.93,233413.0,160,206,2,5.169864,0.869075,366,178.926655,179.0293599,0.0,0.0,0.0,0.0,0.0,0
41.68,410.37,3,2,2,97.602091,50.5,5,100.9984936,101.0,0.0,0.0,0.0,0.0,0.0,0
7529.0,30136.37,4,4,4,20.0,9.625,8,38.49535324,38.5,0.0,0.0,0.0,0.0,0.0,0
2668.22,137372.8,22,21,9,41.708543,19.534344,43,436.9103678,410.2212278,0.0,0.0,0.0,0.0,0.0,0
69184.25,484436.53,7,7,1,21.904556,15.623322,14,109.354739,109.363254,0.0,0.0,0.0,0.0,0.0,0
6171.96,283909.95,0,46,3,1.003727,0.891956,47,0.0,41.02997503,2.0,2.0,2.0,0.602873,2.0,0
0.0,66.78,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
5844.97,29421.6,5,5,4,245.7,50.735,10,253.6465716,253.675,0.0,0.0,0.0,0.0,0.0,0
0.0,98.15,1,1,1,2.0,2.0,2,1.9978,2.0,0.0,0.0,0.0,0.0,0.0,0
9070.69,750849.52,19,50,1,1.051941,0.690342,69,36.21186085,34.51710271,13.0,7.0,13.0,0.0,13.0,0
1400.87,57938.47,7,20,3,352.729848,51.93579,27,1038.7142789999998,1038.715791,1.0,1.0,1.0,6.3033220000000005,1.0,0
0.0,64.95,4,1,1,101.0,101.0,5,100.9979,101.0,0.0,0.0,0.0,0.0,0.0,0
12862.78,1010752.82,67,76,10,1.002364,0.1547349999999999,143,11.73124517,11.75988645,0.0,0.0,0.0,0.0,0.0,0
1573.61,164848.47,95,96,2,1.008509,0.221031,191,21.17906271,21.21898371,0.0,0.0,0.0,0.0,0.0,0
0.82,329.18,2,2,2,68.50418,50.5,4,100.9984925,101.0,0.0,0.0,0.0,0.0,0.0,0
8596.87,42984.33,0,5,3,2.008,0.9964,6,0.0,4.982,1.0,1.0,1.0,666.0,1.0,0
0.18,74.05,3,2,2,91.077848,50.5,5,100.9984519,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,62.87,3,1,1,101.0,101.0,4,100.9979647,101.0,0.0,0.0,0.0,0.0,0.0,0
17166.59,539141.38,13,11,7,11.392367,2.804987,24,30.84613484,30.8548559,5.0,3.0,2.0,5.0,2.0,0
0.51,7.88,3,2,2,1440.90126,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
0.0,196.93,1,1,1,1.0,1.0,2,0.9978,1.0,0.0,0.0,0.0,0.0,0.0,0
2284.99,597204.92,218,219,5,1.0,0.15794,437,34.49566997,34.58892278,0.0,0.0,0.0,0.0,0.0,0
0.0,11.62,1,1,1,11.0,11.0,2,10.99938,11.0,0.0,0.0,0.0,0.0,0.0,0
1523.8,1010246.45,470,630,10,1.000061,0.060151,1100,37.71184189,37.89518349,4.0,4.0,4.0,0.0,4.0,0
32760.68,118075.02,11,3,2,0.019975,0.016124,14,0.0,0.04837242,0.0,0.0,0.0,0.0,0.0,0
0.0,322.95,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
1578.98,198952.03,0,126,3,0.505278,0.21953,127,0.0,27.66072652,2.0,2.0,2.0,0.307907,2.0,0
0.0,2395.62,1,1,1,2.005,2.005,2,2.004475,2.005,0.0,0.0,0.0,0.0,0.0,0
1126.9,746162.05,590,640,5,598.708171,270.143196,1230,172891.1287,172891.6453,0.0,0.0,0.0,0.0,0.0,0
0.0,327.67,2,1,1,101.0,101.0,3,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0
0.0,5.92,1,1,1,22.0,22.0,2,21.99916,22.0,0.0,0.0,0.0,0.0,0.0,0
1193.82,463200.85,0,388,5,1.057011,0.815149,389,0.0,316.2779288000001,2.0,2.0,2.0,0.157987,2.0,0
0.0,5.47,3,2,2,1059.660898,1000.5,5,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0
1739.15,391184.1,220,224,3,0.226857,0.102532,444,22.71530397,22.96710146,2.0,2.0,2.0,0.0,2.0,0
1019.21,471793.35,441,459,2,2.672166,1.392629,900,638.7837711,639.2168512999998,3.0,2.0,3.0,0.0,3.0,0
17423.46,52280.37,3,3,3,3.106423,2.038419,6,6.1027133110000005,6.11525632,0.0,0.0,0.0,0.0,0.0,0
13933.48,153433.95,11,11,2,20.0,13.0,22,142.9936754,143.0,0.0,0.0,0.0,0.0,0.0,0
20847.99,1122209.77,12,51,38,14.303281,1.275593,63,35.9413,65.05522643,12.0,9.0,12.0,0.0,12.0,0
13911.96,283365.9,4,13,5,8.52485,2.689647,17,34.96305219,34.96541469,2.0,2.0,2.0,0.0,2.0,0
33097.16,946736.93,10,4,4,0.558442,0.256568,14,1.00775,1.02627374,15.0,9.0,10.0,0.0,10.0,0
6024.74,319311.18,0,53,6,1.205025,0.598759,54,0.0,31.73424263,2.0,2.0,2.0,0.174966,2.0,0
2961.69,382058.48,0,129,9,1.007445,0.84334,130,0.0,108.7909129,2.0,2.0,2.0,0.858698,2.0,0
1848.13,29120.35,6,11,2,9.999,7.651772999999999,17,84.166,84.169499,0.0,0.0,0.0,0.0,0.0,0
0.0,97.33,1,1,1,0.884182,0.884182,2,0.88113743,0.88418165,0.0,0.0,0.0,0.0,0.0,0
6516.91,319328.75,0,49,4,1.034315,0.863375,50,0.0,42.30539257,2.0,2.0,2.0,0.4235600000000001,2.0,0
3754.18,229005.03,0,61,7,1.00082,0.29258,62,0.0,17.84739924,2.0,2.0,2.0,0.325036,2.0,0
0.0,68.3,3,1,1,101.0,101.0,4,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0
3947.18,8357.73,2,2,1,1.279173,1.039587,4,2.04,2.07917307,0.0,0.0,0.0,0.0,0.0,0
0.0,198.78,1,1,1,2.989831,2.989831,2,2.9891,2.98983145,0.0,0.0,0.0,0.0,0.0,0
9215.18,761625.25,23,65,11,140.0,24.114055,88,1567.3998789999996,1567.413552,10.0,8.0,9.0,0.0,9.0,0
9940.57,653813.17,3,63,3,1.000371,0.205062,66,2.221252215,12.91890863,14.0,10.0,14.0,0.0,14.0,0
60820.21,790743.55,13,13,3,24.639739,8.082524000000001,26,105.0235283,105.072815,0.0,0.0,0.0,0.0,0.0,0
5967.93,226781.43,0,38,8,6.535371,1.212943,39,0.0,46.09183761,2.0,2.0,2.0,1.007681,2.0,0
0.0,658.08,1,1,1,12.0,12.0,2,11.99938,12.0,0.0,0.0,0.0,0.0,0.0,0
2921.88,105187.75,0,36,4,146.71366,37.700011,37,0.0,1357.200407,1.0,1.0,1.0,2.173992,1.0,0
8077.48,204993.97,19,17,6,17.140073,6.258323000000002,36,106.3763981,106.3914879,0.0,0.0,0.0,0.0,0.0,0
